913272,29.744811,-95.373523
913279,29.7332545,-95.3819625
913286,29.7114397,-95.3999932
913290,29.7100958,-95.4010057
913299,29.6996726,-95.4011654
913309,29.8404714,-95.381786
916016,29.6923612,-95.4147671
916569,29.7416593,-95.3916064
976479,30.0501626,-95.1821884
976494,29.7589787,-95.2662829
976507,29.771949,-95.185426
976516,29.840838,-95.338813
976530,29.8228242,-95.3611242
976533,29.8566645,-95.3849826
976562,29.7492111,-95.499683
976577,29.7233899,-95.539244
976579,29.749172,-95.449318
976580,29.7148531,-95.3119187
976581,29.687176,-95.4622844
976582,29.6866036,-95.4555531
976583,29.7492628,-95.4597598
976602,29.6896791,-95.5559432
976614,29.7604265,-95.6273173
976622,29.7268234,-95.4892308
976623,29.6888954,-95.4410916
976663,29.926213,-95.309174
976936,29.7717479,-95.3835459
976947,29.6781914,-95.3361876
976951,29.7306897,-95.2868624
976977,29.681951,-95.2759255
976989,29.7395837,-95.4654882
977011,29.7179788,-95.5249419
977021,29.7014208,-95.553372
977026,29.7362745,-95.3828656
977031,29.7421823,-95.3905368
977050,29.6121077,-95.4931427
977059,29.6869667,-95.4598024
977060,29.7086281,-95.4758565
977146,29.6982999,-95.4013116
977166,29.6764662,-95.594795
977171,29.7067822,-95.4929697
977179,29.7601541,-95.3656692
977186,29.6898946,-95.5562873
977188,29.7340125,-95.3986275
977196,29.747747,-95.4549951
977208,29.6739707,-95.4834352
977219,29.831456,-95.562633
977222,29.7089456,-95.4762449
977257,29.810632,-95.379986
977379,29.662562,-95.563647
977541,29.7553317,-95.4974642
977546,29.5933652,-95.2226918
977548,29.8024424,-95.4279745
977691,29.7148531,-95.3119187
977699,29.677205,-95.306626
977706,29.752207,-95.3580209
977707,29.7636876,-95.3656217
977708,29.761114,-95.3651741
977715,29.6138457,-95.2197184
977720,29.7365461,-95.3474518
977747,29.9321761,-95.4120458
977778,29.7389967,-95.4905009
977793,30.0680193,-95.2150292
977795,29.847326,-95.39227
977802,29.6415802,-95.5199092
977804,29.9313246,-95.4019384
977813,29.8430475,-95.4731227
977815,30.0482435,-95.2407424
977818,29.811706,-95.3829499
977838,29.815248,-95.4871641
978405,29.727241,-95.377538
978420,29.7161658,-95.4153375
978422,29.7471028,-95.4865486
978425,29.6707325,-95.5272029
978462,29.6710757,-95.237808
978472,29.7422578,-95.5020494
978475,29.6048297,-95.2129496
978504,29.7108904,-95.4003095
978520,29.5965075,-95.2002415
978532,29.8636933,-95.4749834
978540,29.9314768,-95.3970625
978563,29.8523008,-95.5309521
978569,29.9431083,-95.332827
978603,29.8976991,-95.4280773
978649,29.687176,-95.4622844
979091,29.7355174,-95.3281201
979148,29.7322276,-95.4396328
979162,29.672754,-95.328351
979168,29.8030375,-95.4996949
979169,29.7268234,-95.4892308
979171,29.734319,-95.42559
979172,29.7717496,-95.3897513
979231,29.543526,-95.150273
979247,29.721324,-95.368281
979249,29.580928,-95.155169
979250,29.6120532,-95.2237111
979253,29.7311989,-95.4875002
979261,29.668205,-95.2608907
979281,29.736433,-95.4662029
979364,29.9221729,-95.4016287
979597,29.8567863,-95.4186283
979622,29.873685,-95.439143
979767,29.8110087,-95.499292
979769,29.9859469,-95.3370042
979771,29.9859529,-95.3340813
979772,29.9883945,-95.3385721
979773,29.9864194,-95.3453915
979779,29.85892,-95.3842968
979793,29.8111507,-95.3820171
979794,29.9381835,-95.395678
979795,29.8127137,-95.3180262
979796,29.7976257,-95.3672456
979798,29.8701463,-95.3749463
979806,29.776376,-95.326192
979914,29.8284933,-95.390876
979935,29.776523,-95.4090204
979946,29.7996286,-95.514588
979950,29.7527199,-95.406924
979961,29.8132154,-95.5626808
979966,29.801952,-95.4844831
979982,29.790579,-95.545087
979990,29.869577,-95.382701
979994,29.8141134,-95.4593613
980031,30.0491928,-95.248843
980034,29.8992755,-95.4138432
980040,29.7398149,-95.3095234
980043,29.8090969,-95.43588
980281,29.7035404,-95.6079581
980289,29.7360718,-95.5507933
980302,29.7171002,-95.5146613
980321,29.7818751,-95.5565877
980323,29.7542909,-95.6066764
980334,29.6552391,-95.5085053
980339,29.71003,-95.518413
980345,29.6745493,-95.5776551
980346,29.7397946,-95.4631754
980406,29.747904,-95.302959
980432,29.5995155,-95.2518508
980438,29.733238,-95.2576948
980440,29.6043024,-95.2101768
980447,29.670832,-95.360359
980454,29.6456475,-95.4627207
980455,29.7254731,-95.4950232
980465,29.7289519,-95.42903
980471,29.6132727,-95.2187419
980477,29.7365479,-95.4195144
980481,29.5983405,-95.2516473
980491,29.6406272,-95.2443015
980578,29.7428911,-95.4061049
980581,29.714806,-95.416625
980588,29.7556801,-95.4085339
980591,29.7451531,-95.3776337
980601,29.7055777,-95.5319583
980605,29.7494438,-95.4783183
980609,29.743967,-95.359065
980615,29.732057,-95.416724
980619,29.796844,-95.499989
980620,29.6638443,-95.4649245
980638,29.7609779,-95.3447199
980640,29.7530173,-95.4095143
981106,29.671198,-95.340225
981349,29.7464008,-95.2977903
981427,29.698563,-95.329593
981473,29.7622072,-95.3618243
981575,29.7201457,-95.49932
981644,29.7049047,-95.5684481
981663,29.7732525,-95.4571592
981667,29.7207662,-95.5389579
